id,url,spawn,hunt_date,duration,minutes,party_size,party_comp,min_lvl,max_lvl,avg_lvl,has_creature_stats,xp_gain,raw_xp_gain,balance,supplies_total,loot_total,supplies_known,xp_h,raw_xp_h,balance_h,loot_h,query_min,query_max,query_party,query_search
35573,https://www.hunt-analyser.com/hunt_sessions/35573,Werehyaenna,"Aug 29, 2025 13:21",01:17h,77,1,RP 297,297,297,297,1,4650953,3100636,276137,612621,888758,1,3624119,2416080,215171,692539.0,200,300,Solo,
35575,https://www.hunt-analyser.com/hunt_sessions/35575,Werehyaenna,"Aug 29, 2025 14:43",01:20h,80,1,RP 297,297,297,297,1,4640040,3093360,180381,665637,846018,1,3480030,2320020,135285,634514.0,200,300,Solo,
35612,https://www.hunt-analyser.com/hunt_sessions/35612,Grim Reaper Yalahar,"Aug 29, 2025 23:16",02:32h,152,1,,,,250,1,12209175,8139450,452636,0,452636,0,4819411,3212940,178672,178672.0,200,300,Solo,
35657,https://www.hunt-analyser.com/hunt_sessions/35657,Grim Reaper Yalahar,"Aug 30, 2025 15:35",02:13h,133,1,,,,250,1,9893991,6595994,194130,0,194130,0,4463454,2975636,87577,87577.0,200,300,Solo,
35671,https://www.hunt-analyser.com/hunt_sessions/35671,Grim Reaper Yalahar,"Aug 30, 2025 21:59",01:56h,116,1,,,,250,1,6811752,5450502,132977,0,132977,0,3523320,2819225,68781,68781.0,200,300,Solo,
35728,https://www.hunt-analyser.com/hunt_sessions/35728,Grim Reaper Yalahar,"Aug 31, 2025 17:44",01:51h,111,1,,,,250,1,8064059,5376040,44477,0,44477,0,4358950,2905967,24041,24042.0,200,300,Solo,
35812,https://www.hunt-analyser.com/hunt_sessions/35812,Grim Reaper Yalahar,"Sep 01, 2025 21:31",02:18h,138,1,,,,250,1,10172907,6781938,47222,0,47222,0,4423003,2948668,20531,20531.0,200,300,Solo,
35899,https://www.hunt-analyser.com/hunt_sessions/35899,Grim Reaper Yalahar,"Sep 02, 2025 21:14",01:28h,88,1,,,,250,1,8727675,4331800,136328,0,136328,0,5950687,2953500,92950,92951.0,200,300,Solo,
35909,https://www.hunt-analyser.com/hunt_sessions/35909,Grim Reaper Yalahar,"Sep 03, 2025 01:34",00:31h,31,1,,,,250,1,2525325,1683550,-18101,0,-18101,0,4887725,3258483,-35035,-35034.0,200,300,Solo,
36523,https://www.hunt-analyser.com/hunt_sessions/36523,Other World,"Sep 12, 2025 00:54",00:46h,46,1,RP 221,221,221,221,1,3411269,2274348,685836,253831,939667,1,4449481,2966540,894568,1225653.0,200,300,Solo,
37331,https://www.hunt-analyser.com/hunt_sessions/37331,sphinx and lamassu,"Sep 26, 2025 20:32",01:56h,116,1,,,,250,1,894623,0,-215,0,-215,0,462736,0,-112,-111.0,200,300,Solo,
37610,https://www.hunt-analyser.com/hunt_sessions/37610,Walls South,"Oct 01, 2025 12:58",00:55h,55,1,EK 225,225,225,225,1,2192400,1461600,269996,291027,561023,1,2391709,1594472,294541,612025.0,200,300,Solo,
39090,https://www.hunt-analyser.com/hunt_sessions/39090,Pirats,"Oct 31, 2025 16:45",01:07h,67,1,EM 275,275,275,275,1,2910001,1940001,700868,6970,707838,1,2605971,1737314,627642,633885.0,200,300,Solo,
39208,https://www.hunt-analyser.com/hunt_sessions/39208,Otherworld Kazordoon,"Nov 03, 2025 13:56",00:30h,30,1,RP 237,237,237,237,1,1129726,0,-34113,149007,114894,1,2259452,0,-68226,229788.0,200,300,Solo,
40956,https://www.hunt-analyser.com/hunt_sessions/40956,Medusa Tower - RP 229 (150%),"Dec 09, 2025 16:04",00:31h,31,1,RP 228,228,228,228,1,1518331,0,44256,151363,195619,1,2938705,0,85656,378617.0,0,0,,medusa
41189,https://www.hunt-analyser.com/hunt_sessions/41189,Exotic cave + Pirats,"Dec 14, 2025 19:09",02:10h,130,1,,,,250,1,862544,0,-11485,0,-11485,0,398097,0,-5301,-5301.0,200,300,Solo,
41283,https://www.hunt-analyser.com/hunt_sessions/41283,mini rosha,"Dec 16, 2025 15:21",00:48h,48,1,,,,250,1,530850,0,128069,0,128069,0,663562,0,160086,160086.0,200,300,Solo,
41294,https://www.hunt-analyser.com/hunt_sessions/41294,sphinx & lamassu,"Dec 16, 2025 18:23",00:49h,49,1,,,,250,1,599473,0,-49738,0,-49738,0,734048,0,-60904,-60904.0,200,300,Solo,
41398,https://www.hunt-analyser.com/hunt_sessions/41398,mini rosha,"Dec 18, 2025 22:50",01:17h,77,1,,,,250,1,407610,0,131034,0,131034,0,317618,0,102104,102104.0,200,300,Solo,
41547,https://www.hunt-analyser.com/hunt_sessions/41547,carlin cults druid,"Dec 22, 2025 21:09",00:41h,41,0,,,,,1,369436,0,-31470,0,-31470,0,540638,0,-46054,-46054.0,0,0,,cults
41551,https://www.hunt-analyser.com/hunt_sessions/41551,sphinx & lamassu,"Dec 22, 2025 21:09",01:30h,90,1,,,,250,1,1001744,0,-92866,0,-92866,0,667829,0,-61911,-61911.0,200,300,Solo,
41940,https://www.hunt-analyser.com/hunt_sessions/41940,demons edron square,"Dec 31, 2025 18:02",01:01h,61,0,,,,,1,545445,0,70303,0,70303,0,536503,0,69150,69150.0,0,0,,demon
42012,https://www.hunt-analyser.com/hunt_sessions/42012,mini,"Jan 02, 2026 22:20",01:05h,65,1,,,,250,1,703036,0,268594,0,268594,0,648956,0,247932,247933.0,200,300,Solo,
42569,https://www.hunt-analyser.com/hunt_sessions/42569,Boquinha rosha Feyrist Nightmare.,"Jan 16, 2026 19:32",00:24h,24,1,RP 207,207,207,207,1,573616,393016,153363,95505,248868,1,1434040,982540,383407,622170.0,200,300,Solo,
42613,https://www.hunt-analyser.com/hunt_sessions/42613,Boquinha rosha Feyrist Nightmare.,"Jan 17, 2026 23:12",00:49h,49,1,RP 208,208,208,208,1,1083225,722150,275640,169731,445371,1,1326397,884265,337518,545352.0,200,300,Solo,
42631,https://www.hunt-analyser.com/hunt_sessions/42631,Glooth Factory - TESTE,"Jan 18, 2026 11:25",00:15h,15,1,RP 208,208,208,208,1,470100,313400,62582,51932,114514,1,1880400,1253600,250328,458056.0,0,0,,glooth
42658,https://www.hunt-analyser.com/hunt_sessions/42658,Exotic Cave,"Jan 19, 2026 07:30",00:45h,45,1,RP 208,208,208,208,1,1510897,1007272,181287,159795,341082,1,2014529,1343029,241716,454776.0,200,300,Solo,
43200,https://www.hunt-analyser.com/hunt_sessions/43200,demon edron,"Feb 02, 2026 23:40",01:18h,78,0,,,,,1,586327,0,165267,0,165267,0,451020,0,127128,127128.0,0,0,,demon
43559,https://www.hunt-analyser.com/hunt_sessions/43559,werehyena -2 south,"Feb 14, 2026 01:12",00:35h,35,1,EM 201,201,201,201,1,1722195,1148130,24439,258390,282829,1,2952334,1968222,41895,484850.0,0,0,,werehyena
43565,https://www.hunt-analyser.com/hunt_sessions/43565,Werehyena north,"Feb 14, 2026 00:40",02:03h,123,1,RP 214,214,214,214,1,4641137,3103626,334593,682634,1017227,1,2263969,1513963,163216,496208.0,0,0,,werehyena
43631,https://www.hunt-analyser.com/hunt_sessions/43631,demon edron,"Feb 15, 2026 22:41",00:33h,33,0,,,,,1,266700,0,43729,0,43729,0,484909,0,79507,79507.0,0,0,,demon
43679,https://www.hunt-analyser.com/hunt_sessions/43679,werehyena North,"Feb 17, 2026 11:02",00:53h,53,1,RP 218,218,218,218,1,2167359,1444907,193884,284231,478115,1,2453613,1635743,219491,541262.0,0,0,,werehyena
43708,https://www.hunt-analyser.com/hunt_sessions/43708,werehyena North,"Feb 18, 2026 04:57",00:49h,49,1,RP 221,221,221,221,1,2375784,1583857,256294,283921,540215,1,2909123,1939416,313829,661488.0,0,0,,werehyena
43805,https://www.hunt-analyser.com/hunt_sessions/43805,werehyena North,"Feb 19, 2026 16:11",00:51h,51,1,RP 223,223,223,223,1,3159362,1671234,214745,294832,509577,1,3716896,1966157,252641,599502.0,0,0,,werehyena
43806,https://www.hunt-analyser.com/hunt_sessions/43806,werehyena North,"Feb 19, 2026 17:07",00:50h,50,1,RP 223,223,223,223,1,2936833,1552246,202082,305736,507818,1,3524199,1862695,242498,609382.0,0,0,,werehyena
44274,https://www.hunt-analyser.com/hunt_sessions/44274,werehyena north,"Mar 02, 2026 16:30",01:03h,63,1,RP 243,243,243,243,1,3231309,2154206,344032,294461,638493,1,3077437,2051624,327649,608089.0,0,0,,werehyena
44304,https://www.hunt-analyser.com/hunt_sessions/44304,Exotic cave spider weekly task,"Mar 03, 2026 19:45",00:45h,45,1,ED 287,287,287,287,1,1384926,0,70144,87664,157808,1,1846568,0,93525,210411.0,200,300,Solo,
44526,https://www.hunt-analyser.com/hunt_sessions/44526,werehyena north,"Mar 07, 2026 07:39",01:37h,97,1,RP 256,256,256,256,1,7128814,2799940,590851,470294,1061145,1,4409575,1731921,365474,656378.0,0,0,,werehyena
44735,https://www.hunt-analyser.com/hunt_sessions/44735,Werehyena South :D,"Mar 11, 2026 14:05",03:23h,203,1,RP 267,267,267,267,1,10810168,7405207,1137440,1191602,2329042,1,3195123,2188731,336189,688387.0,0,0,,werehyena
44744,https://www.hunt-analyser.com/hunt_sessions/44744,Werehyena South :D,"Mar 11, 2026 19:22",01:18h,78,1,RP 270,270,270,270,1,2885300,2750000,404307,395074,799381,1,2219461,2115384,311005,614908.0,0,0,,werehyena
44827,https://www.hunt-analyser.com/hunt_sessions/44827,Werehyena South :D,"Mar 14, 2026 01:35",03:08h,188,1,RP 273,273,273,273,1,10337303,7034536,1802748,940379,2743127,1,3299139,2245064,575345,875466.0,0,0,,werehyena
44971,https://www.hunt-analyser.com/hunt_sessions/44971,MINO CULT,"Mar 17, 2026 21:07",01:31h,91,1,EK 240,240,240,240,1,1553757,1035844,970104,205944,1176048,1,1024455,682974,639629,775416.0,200,300,Solo,
45096,https://www.hunt-analyser.com/hunt_sessions/45096,Werehyena EK 245lvl,"Mar 20, 2026 19:05",01:00h,60,1,EK 245,245,245,245,1,2338082,1182178,213796,273774,487570,1,2338082,1182178,213796,487570.0,0,0,,werehyena
45119,https://www.hunt-analyser.com/hunt_sessions/45119,Werehyena EK 245lvl,"Mar 21, 2026 08:53",00:57h,57,1,EK 245,245,245,245,1,1582013,1054680,212486,220412,432898,1,1665276,1110189,223669,455682.0,0,0,,werehyena
45415,https://www.hunt-analyser.com/hunt_sessions/45415,Mino Cult 29.03,"Mar 29, 2026 08:51",00:30h,30,1,EK 252,252,252,252,1,948758,421735,228317,64828,293145,1,1897516,843470,456634,586290.0,200,300,Solo,
45417,https://www.hunt-analyser.com/hunt_sessions/45417,Mino Cult 29.03,"Mar 29, 2026 10:11",00:47h,47,1,EK 253,253,253,253,1,1211896,633490,454224,105928,560152,1,1547101,808710,579860,715088.0,200,300,Solo,
45419,https://www.hunt-analyser.com/hunt_sessions/45419,Mino Cult 29.03,"Mar 29, 2026 12:04",00:45h,45,1,EK 253,253,253,253,1,1021694,681130,474109,109046,583155,1,1362258,908173,632145,777540.0,200,300,Solo,
45449,https://www.hunt-analyser.com/hunt_sessions/45449,Yalahar Grim reaper 3kk/h Raw,"Mar 30, 2026 07:09",02:45h,165,1,EK 201,201,201,201,1,16526753,6053597,-229870,1139432,909562,1,6009728,2201308,-83590,330750.0,200,300,Solo,
48842,https://www.hunt-analyser.com/hunt_sessions/48842,Crumbling Caverns,"Jun 17, 2026 11:12",01:05h,65,1,ED 232,232,232,232,1,3931567,2621045,742482,263600,1006082,1,3629138,2419426,685368,928691.0,200,300,Solo,
48885,https://www.hunt-analyser.com/hunt_sessions/48885,Crumbling Caverns,"Jun 17, 2026 16:39",02:04h,124,1,ED 233,233,233,233,1,7743771,5162516,1400593,486007,1886600,1,3746985,2497991,677706,912871.0,200,300,Solo,
48969,https://www.hunt-analyser.com/hunt_sessions/48969,Ravenous Lava Lurker,"Jun 18, 2026 15:22",00:29h,29,1,ED 216,216,216,216,1,2187722,0,-131237,131237,0,1,4526321,0,-271525,0.0,200,300,Solo,
49093,https://www.hunt-analyser.com/hunt_sessions/49093,Ravenous Lava Lurker,"Jun 19, 2026 15:47",00:28h,28,1,ED 217,217,217,217,1,2098740,0,-140470,140470,0,1,4497300,0,-301008,0.0,200,300,Solo,
50312,https://www.hunt-analyser.com/hunt_sessions/50312,Book World II,"Jul 03, 2026 22:39",00:30h,30,1,EK 247,247,247,247,1,2632341,701998,92956,111035,203991,1,5264682,1403996,185912,407982.0,200,300,Solo,
50318,https://www.hunt-analyser.com/hunt_sessions/50318,Grim Reaper Yalahar,"Jul 03, 2026 23:26",01:00h,60,1,EK 247,247,247,247,1,11772750,2626250,221570,122032,343602,1,11772750,2626250,221570,343602.0,200,300,Solo,
50358,https://www.hunt-analyser.com/hunt_sessions/50358,Lycanthrope Grounds (Edron),"Jul 04, 2026 10:45",01:00h,60,1,EK 253,253,253,253,1,4735274,1262740,300405,73494,373899,1,4735274,1262740,300405,373899.0,200,300,Solo,
50364,https://www.hunt-analyser.com/hunt_sessions/50364,Grim Reaper Yalahar,"Jul 04, 2026 12:27",00:30h,30,1,EK 253,253,253,253,1,5469750,1458600,152860,50355,203215,1,10939500,2917200,305720,406430.0,200,300,Solo,
50574,https://www.hunt-analyser.com/hunt_sessions/50574,Grim reaper Yalahar,"Jul 07, 2026 10:43",01:43h,103,1,RP 273,273,273,273,1,13382111,5077400,-47780,567072,519292,1,7795404,2957708,-27834,302500.0,200,300,Solo,
50582,https://www.hunt-analyser.com/hunt_sessions/50582,40 min hyeans -2 south,"Jul 07, 2026 14:58",00:49h,49,1,RP 277,277,277,277,1,2410980,1607320,277887,207656,485543,1,2952220,1968146,340269,594542.0,200,300,Solo,
50607,https://www.hunt-analyser.com/hunt_sessions/50607,buster spectre,"Jul 07, 2026 14:01",00:40h,40,0,,,,,1,1486800,0,33356,0,33356,0,2230200,0,50034,50034.0,0,0,,spectre
50905,https://www.hunt-analyser.com/hunt_sessions/50905,Glooth Plains - Surface,"Jul 10, 2026 15:33",00:30h,30,1,EK 258,258,258,258,1,1544263,701018,137106,28511,165617,1,3088526,1402036,274212,331234.0,0,0,,glooth
51253,https://www.hunt-analyser.com/hunt_sessions/51253,Lower Spike,"Jul 14, 2026 17:26",00:50h,50,1,EK 260,260,260,260,1,2049426,1366330,231954,151434,383388,1,2459311,1639596,278344,460066.0,200,300,Solo,
51793,https://www.hunt-analyser.com/hunt_sessions/51793,Werehyena MS 290+,"Jul 21, 2026 13:51",00:37h,37,1,MS 290,290,290,290,1,2054214,1369476,286066,124963,411029,1,3331157,2220771,463890,666534.0,0,0,,werehyena
52064,https://www.hunt-analyser.com/hunt_sessions/52064,BOOK WORLD,"Jul 25, 2026 05:32",00:53h,53,1,ED 242,242,242,242,1,4988327,2035075,339437,185475,524912,1,5647162,2303858,384268,594240.0,200,300,Solo,
52082,https://www.hunt-analyser.com/hunt_sessions/52082,Behemoth (Cyclopolis),"Jul 25, 2026 12:21",00:30h,30,1,EK 262,262,262,262,1,514106,342749,112284,31696,143980,1,1028212,685498,224568,287960.0,200,300,Solo,
52736,https://www.hunt-analyser.com/hunt_sessions/52736,Hellspawn (Yalahar),"Aug 02, 2026 08:14",00:30h,30,1,EK 267,267,267,267,1,841820,561216,104080,42662,146742,1,1683640,1122432,208160,293484.0,200,300,Solo,
53077,https://www.hunt-analyser.com/hunt_sessions/53077,Werehayena hunt,"Aug 02, 2026 21:09",00:59h,59,1,RP 223,223,223,223,1,1462338,0,42553,185368,227921,1,1487123,0,43274,231784.0,200,300,Solo,
53078,https://www.hunt-analyser.com/hunt_sessions/53078,Grim Reaper (Yalahar),"Aug 05, 2026 17:57",00:45h,45,1,EK 270,270,270,270,1,4048273,2032800,131154,91676,222830,1,5397697,2710400,174872,297107.0,200,300,Solo,
53187,https://www.hunt-analyser.com/hunt_sessions/53187,Medusa Tower,"Aug 07, 2026 00:20",00:41h,41,1,EK 265,265,265,265,1,1607641,1071760,167980,78322,246302,1,2352645,1568429,245824,360442.0,0,0,,medusa
53326,https://www.hunt-analyser.com/hunt_sessions/53326,Hellspawn (Yalahar),"Aug 08, 2026 10:33",00:47h,47,1,EK 270,270,270,270,1,1309231,872823,72860,65848,138708,1,1671358,1114242,93012,177074.0,200,300,Solo,
53327,https://www.hunt-analyser.com/hunt_sessions/53327,Sea serpent (Svargrond),"Aug 08, 2026 11:45",00:50h,50,1,EK 270,270,270,270,1,1403371,935581,110115,26374,136489,1,1684045,1122697,132138,163787.0,200,300,Solo,
53352,https://www.hunt-analyser.com/hunt_sessions/53352,Lycanthrope Grounds (Edron),"Aug 08, 2026 20:04",00:15h,15,1,EK 271,271,271,271,1,551879,367920,94853,24620,119473,1,2207516,1471680,379412,477892.0,200,300,Solo,
53399,https://www.hunt-analyser.com/hunt_sessions/53399,STONFIN 0908,"Aug 09, 2026 16:06",00:46h,46,1,ED 229,229,229,229,1,399632,266424,130106,28744,158850,1,521259,347509,169703,207196.0,200,300,Solo,
53434,https://www.hunt-analyser.com/hunt_sessions/53434,Glooth Plains - Surface (Oramond),"Aug 09, 2026 21:39",00:42h,42,1,EK 273,273,273,273,1,1382036,921416,163778,50556,214334,1,1974337,1316308,233968,306191.0,0,0,,glooth
53639,https://www.hunt-analyser.com/hunt_sessions/53639,Glooth Tower,"Aug 12, 2026 00:46",00:25h,25,1,EK 270,270,270,270,1,1411323,940935,373457,54097,427554,1,3387175,2258244,896296,1026130.0,0,0,,glooth
53711,https://www.hunt-analyser.com/hunt_sessions/53711,Gnomegate Lava Hot Spot,"Aug 12, 2026 19:52",00:25h,25,1,EK 276,276,276,276,1,888309,493508,224332,19516,243848,1,2131941,1184419,538396,585235.0,200,300,Solo,
53745,https://www.hunt-analyser.com/hunt_sessions/53745,Grim Reaper (Yalahar),"Aug 12, 2026 23:17",01:00h,60,1,EK 279,279,279,279,1,7256749,2863850,167481,105760,273241,1,7256749,2863850,167481,273241.0,200,300,Solo,
15712,https://www.hunt-analyser.com/hunt_sessions/15712,Burster Duo - Dia 2,"Jan 05, 2025 08:41",01:38h,98,2,EK 211+ED 234,211,234,222,1,7008165,3061060,164331,540851,705182,1,4290713,1874118,100610,431744.0,50,300,Duo,
27422,https://www.hunt-analyser.com/hunt_sessions/27422,Hero cave -3,"Mar 17, 2025 22:13",00:59h,59,2,ED 145+RP 148,145,148,146,1,973265,648993,-31411,166531,135120,1,989761,659992,-31944,137410.0,50,300,Duo,
28760,https://www.hunt-analyser.com/hunt_sessions/28760,Carlin Cults Duo EK+EM,"Apr 17, 2025 14:26",00:47h,47,2,EM 70+EK 92,70,92,81,1,761547,420358,-79982,154866,74884,1,972187,536627,-102105,95597.0,0,0,,cults
28862,https://www.hunt-analyser.com/hunt_sessions/28862,Carlin Cults Duo EK+EM,"Apr 19, 2025 10:20",01:28h,88,2,EM 79+EK 98,79,98,88,1,970585,647273,-191622,322071,130449,1,661762,441322,-130652,88942.0,0,0,,cults
29403,https://www.hunt-analyser.com/hunt_sessions/29403,medusa tower,"May 01, 2025 12:59",01:07h,67,2,EM 178+MS 135,135,178,156,1,1819412,1213120,-290515,617865,327350,1,1629324,1086376,-260163,293149.0,0,0,,medusa
29650,https://www.hunt-analyser.com/hunt_sessions/29650,Monk Hunt Duo #1,"May 05, 2025 20:28",01:02h,62,2,EM 81+EK 68,68,81,74,1,735842,490739,-75354,157318,81964,1,712105,474908,-72924,79320.0,50,300,Duo,
29958,https://www.hunt-analyser.com/hunt_sessions/29958,MEDUSA TOWER X2 EM+EK,"May 12, 2025 17:25",01:31h,91,2,EM 174+EK 176,174,176,175,1,2505722,1670703,255971,365427,621398,1,1652124,1101562,168772,409713.0,0,0,,medusa
30098,https://www.hunt-analyser.com/hunt_sessions/30098,ASURA PALACE X2 MONK EK,"May 15, 2025 18:30",00:39h,39,2,EM 179+EK 185,179,185,182,1,1609512,1073105,183688,277067,460755,1,2476172,1650930,282596,708854.0,50,300,Duo,
30100,https://www.hunt-analyser.com/hunt_sessions/30100,ASURA X2 EK MONK,"May 15, 2025 19:13",00:28h,28,2,EM 179+EK 185,179,185,182,1,1486332,990977,78400,272120,350520,1,3184997,2123522,168000,751114.0,50,300,Duo,
30102,https://www.hunt-analyser.com/hunt_sessions/30102,ASURA PALACE X2 MONK EK,"May 15, 2025 19:49",00:27h,27,2,EM 179+EK 185,179,185,182,1,1399901,933353,103943,212492,316435,1,3110891,2074117,230984,703189.0,50,300,Duo,
30187,https://www.hunt-analyser.com/hunt_sessions/30187,ASURA PALACE X2 MONK EK,"May 17, 2025 11:51",01:00h,60,2,EM 188+EK 191,188,191,190,1,1814328,1460924,167958,368265,536223,1,1814328,1460924,167958,536223.0,50,300,Duo,
30238,https://www.hunt-analyser.com/hunt_sessions/30238,ASURA PALACE X2 MONK EK,"May 18, 2025 15:23",01:36h,96,2,EM 194+EK 197,194,197,196,1,2451033,1634166,192013,346800,538813,1,1531895,1021353,120008,336758.0,50,300,Duo,
30341,https://www.hunt-analyser.com/hunt_sessions/30341,Craziee + Speak 002,"May 20, 2025 17:43",00:49h,49,2,EK 272+RP 238,238,272,255,1,1581352,1054419,179759,288320,468079,1,1936349,1291125,220113,573158.0,50,300,Duo,
30509,https://www.hunt-analyser.com/hunt_sessions/30509,BURSTER EK MONK,"May 23, 2025 21:15",01:58h,118,2,EM 213+EK 234,213,234,224,1,4453605,2969070,328917,716026,1044943,1,2264544,1509696,167245,531327.0,50,300,Duo,
30584,https://www.hunt-analyser.com/hunt_sessions/30584,ASURA PALACE X2 MONK EK,"May 25, 2025 12:46",01:44h,104,2,EM 218+EK 212,212,218,215,1,6342814,3685137,619030,751370,1370400,1,3659315,2126040,357132,790615.0,50,300,Duo,
30601,https://www.hunt-analyser.com/hunt_sessions/30601,gazer x2 EK Monk,"May 25, 2025 22:48",01:47h,107,2,EM 221+EK 236,221,236,228,1,3883788,2897709,570443,627162,1197605,1,2177825,1624883,319874,671554.0,50,300,Duo,
30631,https://www.hunt-analyser.com/hunt_sessions/30631,ASURA PALACE X2 MONK EK,"May 26, 2025 18:21",00:53h,53,2,EM 223+EK 217,217,223,220,1,2928373,1952427,319330,407620,726950,1,3315139,2210294,361505,822962.0,50,300,Duo,
37309,https://www.hunt-analyser.com/hunt_sessions/37309,Haunted Mansion,"Sep 26, 2025 14:49",01:28h,88,2,EK 220+EM 161,161,220,190,1,5146092,2914128,439997,601641,1041638,1,3508699,1986905,299997,710208.0,50,300,Duo,
40102,https://www.hunt-analyser.com/hunt_sessions/40102,Buster Spectre Darashia,"Nov 21, 2025 13:22",02:12h,132,2,EK 225+ED 227,225,227,226,1,7789104,4135097,-21045,1049564,1028519,1,3540501,1879589,-9566,467509.0,0,0,,spectre
40339,https://www.hunt-analyser.com/hunt_sessions/40339,Darklight,"Nov 26, 2025 18:26",01:25h,85,2,RP 55+MS 56,55,56,56,1,71,29,4289896,2754259,7044155,1,50,20,3028161,4972345.0,50,300,Duo,
41127,https://www.hunt-analyser.com/hunt_sessions/41127,DUO 277EM + 250EK,"Dec 13, 2025 10:51",02:10h,130,2,EK 253+EM 274,253,274,264,1,16037471,6345142,748588,851157,1599745,1,7401909,2928527,345502,738344.0,50,300,Duo,
46448,https://www.hunt-analyser.com/hunt_sessions/46448,Buried Cathedral -3,"Apr 24, 2026 19:51",00:59h,59,2,ED 296+EK 231,231,296,264,1,4246373,2831032,718925,493013,1211938,1,4318345,2879015,731110,1232479.0,50,300,Duo,
46748,https://www.hunt-analyser.com/hunt_sessions/46748,,"May 02, 2026 05:20",00:36h,36,2,ED 165+EM 167,165,167,166,1,1208832,402944,-9302,164109,154807,1,2014720,671573,-15504,258012.0,50,300,Duo,
4921,https://www.hunt-analyser.com/hunt_sessions/4921,Bursters duo with Zin,"Sep 11, 2024 17:17",01:01h,61,2,ED 206+EK 208,206,208,207,1,3191001,1188435,27440,243318,270758,1,3138689,1168952,26990,266319.0,50,300,Duo,
4922,https://www.hunt-analyser.com/hunt_sessions/4922,Bursters duo with Zin,"Sep 11, 2024 17:17",01:01h,61,2,ED 206+EK 208,206,208,207,1,1782652,1188435,27440,243318,270758,1,1753428,1168952,26990,266319.0,50,300,Duo,
51574,https://www.hunt-analyser.com/hunt_sessions/51574,"Duo buried -2 ED, EK","Jul 18, 2026 11:46",00:25h,25,2,EK 298+ED 198,198,298,248,1,278439,-37472,162428,276822,439250,1,668253,-89933,389827,1054200.0,50,300,Duo,
51722,https://www.hunt-analyser.com/hunt_sessions/51722,Duo burried cathedral,"Jul 20, 2026 12:07",00:37h,37,2,EK 300+ED 199,199,300,250,1,4022905,1927510,269766,508535,778301,1,6523629,3125691,437458,1262110.0,50,300,Duo,
28915,https://www.hunt-analyser.com/hunt_sessions/28915,Quara Sunken Quarter,"Apr 20, 2025 12:10",01:47h,107,0,,,,,1,3230570,1332262,185633,0,185633,0,1811534,747062,104093,104093.0,0,0,,quara
45762,https://www.hunt-analyser.com/hunt_sessions/45762,"Calassa (Massive Water Elemental, Quara)","Apr 07, 2026 20:18",00:44h,44,1,ED 357,357,357,357,1,947881,631922,120417,41202,161619,1,1292565,861711,164205,220390.0,0,0,,quara
45875,https://www.hunt-analyser.com/hunt_sessions/45875,Quaras duo,"Apr 10, 2026 18:58",00:57h,57,2,ED 1358+EM 1177,1177,1358,1268,1,18207007,10250276,1528253,964598,2492851,1,19165270,10789764,1608687,2624054.0,0,0,,quara
4611,https://www.hunt-analyser.com/hunt_sessions/4611,Quara Podzilla,"Sep 06, 2024 09:49",01:00h,60,2,RP 1252+ED 1419,1252,1419,1336,1,37708946,10152617,1292481,932874,2225355,1,37708946,10152617,1292481,2225355.0,0,0,,quara
47999,https://www.hunt-analyser.com/hunt_sessions/47999,Quara (bestiary),"May 28, 2026 06:51",01:04h,64,1,MS 1200,1200,1200,1200,1,15815870,8664460,820061,543219,1363280,1,14827378,8122931,768807,1278075.0,0,0,,quara
4839,https://www.hunt-analyser.com/hunt_sessions/4839,Quara Podzilla,"Sep 08, 2024 18:18",02:00h,120,2,ED 1418+RP 1256,1256,1418,1337,1,80106983,22789329,2686169,2087015,4773184,1,40053491,11394664,1343084,2386592.0,0,0,,quara
55738,https://www.hunt-analyser.com/hunt_sessions/55738,Podzilla Quaras,"Sep 02, 2026 21:50",02:00h,120,1,MS 901,901,901,901,1,42955502,19178326,3824947,337981,4162928,1,21477751,9589163,1912473,2081464.0,0,0,,quara
56517,https://www.hunt-analyser.com/hunt_sessions/56517,Quaras Podzilla,"Sep 10, 2026 20:11",01:06h,66,1,MS 1086,1086,1086,1086,1,37115614,15307064,2611760,422,2612182,1,33741467,13915512,2374327,2374711.0,0,0,,quara
56645,https://www.hunt-analyser.com/hunt_sessions/56645,Quaras Podzilla,"Sep 11, 2026 22:04",01:06h,66,1,MS 1086,1086,1086,1086,1,33383748,15216499,2783601,1199,2784800,1,30348861,13833180,2530546,2531636.0,0,0,,quara
56657,https://www.hunt-analyser.com/hunt_sessions/56657,Quaras Podzilla,"Sep 11, 2026 23:39",01:06h,66,1,MS 1086,1086,1086,1086,1,34486925,14694715,2206212,52138,2258350,1,31351750,13358831,2005647,2053045.0,0,0,,quara
56670,https://www.hunt-analyser.com/hunt_sessions/56670,Teste 1 Quara Podizilla,"Sep 12, 2026 05:17",01:00h,60,1,MS 957,957,957,957,1,22430557,8785265,1355766,112184,1467950,1,22430557,8785265,1355766,1467950.0,0,0,,quara
56710,https://www.hunt-analyser.com/hunt_sessions/56710,Teste 2 Quara Podizilla,"Sep 12, 2026 16:36",01:04h,64,1,MS 958,958,958,958,1,14703319,9320662,1321318,227540,1548858,1,13784361,8738120,1238735,1452054.0,0,0,,quara
